[Pink 6x8 A 1m 2nd]
[Specimen: 2]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
97,9.703000,2319.557371,0.601417,0.421512,4.367032,8.393535
98,9.704000,2371.617262,0.611659,0.425878,4.366290,8.614833
99,9.705000,2400.539424,0.622077,0.430244,4.365535,8.737777
100,9.706000,2469.952612,0.632707,0.434609,4.364765,9.032840
101,9.707000,2429.461586,0.643398,0.438974,4.363990,8.860720
102,9.708000,2481.521477,0.654113,0.443337,4.363213,9.082018
103,9.709000,2469.952612,0.664914,0.447700,4.362429,9.032840
104,9.710000,2441.030450,0.675625,0.452062,4.361652,8.909897
105,9.711000,2441.030450,0.686271,0.456423,4.360880,8.909897
106,9.712000,2365.832830,0.696751,0.460784,4.360120,8.590245
107,9.713000,2383.186127,0.707104,0.465144,4.359369,8.664011
108,9.714000,2313.772939,0.717341,0.469503,4.358626,8.368947
109,9.715000,2284.850777,0.727362,0.473861,4.357899,8.246003
110,9.716000,2279.066345,0.737305,0.478218,4.357178,8.221415
111,9.717000,2203.868724,0.747071,0.482575,4.356470,7.901762
112,9.718000,2198.084292,0.756659,0.486931,4.355774,7.877174
113,9.719000,2163.377698,0.766157,0.491287,4.355085,7.729642
114,9.720000,2122.886671,0.775490,0.495641,4.354408,7.557521
115,9.721000,2140.239968,0.784771,0.499996,4.353735,7.631287
116,9.722000,2065.042348,0.793924,0.504349,4.353071,7.311634
117,9.723000,2088.180077,0.802963,0.508702,4.352416,7.409989
118,9.724000,2070.826780,0.812013,0.513054,4.351759,7.336223
119,9.725000,1995.629160,0.820861,0.517405,4.351118,7.016571
120,9.726000,2041.904618,0.829644,0.521756,4.350480,7.213280
121,9.727000,1960.922566,0.838351,0.526106,4.349849,6.869039
122,9.728000,1960.922566,0.846880,0.530456,4.349231,6.869039
123,9.729000,1937.784836,0.855357,0.534805,4.348616,6.770684
124,9.730000,1862.587216,0.863620,0.539153,4.348017,6.451031
125,9.731000,1914.647107,0.871831,0.543501,4.347421,6.672329
126,9.732000,1798.958460,0.879903,0.547848,4.346836,6.180556
127,9.733000,1839.449486,0.887810,0.552194,4.346263,6.352677
128,9.734000,1793.174028,0.895704,0.556540,4.345691,6.155968
129,9.735000,1752.683001,0.903408,0.560886,4.345133,5.983847
130,9.736000,1752.683001,0.911023,0.565231,4.344581,5.983847
131,9.737000,1677.485381,0.918474,0.569575,4.344041,5.664194
132,9.738000,1660.132084,0.925723,0.573919,4.343516,5.590428
133,9.739000,1665.916516,0.932946,0.578262,4.342993,5.615017
134,9.740000,1590.718895,0.940017,0.582605,4.342481,5.295365
135,9.741000,1648.563219,0.947050,0.586947,4.341972,5.541251
136,9.742000,1532.874572,0.953956,0.591289,4.341472,5.049478
137,9.743000,1596.503328,0.960749,0.595630,4.340981,5.319953
138,9.744000,1573.365598,0.967629,0.599971,4.340483,5.221599
139,9.745000,1509.736843,0.974320,0.604311,4.339999,4.951123
140,9.746000,1608.072192,0.981085,0.608651,4.339509,5.369131
141,9.747000,1492.383546,0.987812,0.612990,4.339022,4.877357
142,9.748000,1561.796734,0.994437,0.617329,4.338543,5.172421
143,9.749000,1538.659004,1.001163,0.621667,4.338056,5.074067
144,9.750000,1498.167978,1.007749,0.626005,4.337579,4.901946
145,9.751000,1556.012301,1.014373,0.630342,4.337100,5.147833
146,9.752000,1486.599113,1.020971,0.634679,4.336622,4.852769
147,9.753000,1590.718895,1.027643,0.639015,4.336139,5.295365
148,9.754000,1527.090140,1.034402,0.643351,4.335649,5.024889
149,9.755000,1567.581166,1.041110,0.647687,4.335163,5.197010
150,9.756000,1590.718895,1.047956,0.652022,4.334667,5.295365
151,9.757000,1556.012301,1.054775,0.656356,4.334173,5.147833
152,9.758000,1608.072192,1.061632,0.660690,4.333675,5.369131
153,9.759000,1567.581166,1.068513,0.665023,4.333177,5.197010
154,9.760000,1608.072192,1.075393,0.669356,4.332678,5.369131
155,9.761000,1561.796734,1.082259,0.673689,4.332180,5.172421
156,9.762000,1567.581166,1.089037,0.678021,4.331688,5.197010
157,9.763000,1613.856625,1.095927,0.682352,4.331188,5.393719
158,9.764000,1602.287760,1.102892,0.686683,4.330683,5.344542
159,9.765000,1654.347651,1.109943,0.691013,4.330171,5.565840
160,9.766000,1660.132084,1.117119,0.695343,4.329650,5.590428
161,9.767000,1752.683001,1.124507,0.699673,4.329113,5.983847
162,9.768000,1752.683001,1.132094,0.704002,4.328561,5.983847
163,9.769000,1822.096189,1.139830,0.708330,4.327998,6.278911
164,9.770000,1845.233919,1.147766,0.712658,4.327420,6.377265
165,9.771000,1845.233919,1.155750,0.716985,4.326839,6.377265
166,9.772000,1897.293810,1.163846,0.721311,4.326249,6.598563
167,9.773000,1874.156080,1.172004,0.725637,4.325655,6.500209
168,9.774000,1879.940513,1.180123,0.729963,4.325063,6.524797
169,9.775000,1845.233919,1.188178,0.734287,4.324476,6.377265
170,9.776000,1822.096189,1.196107,0.738611,4.323898,6.278911
171,9.777000,1810.527325,1.203960,0.742935,4.323326,6.229734
172,9.778000,1752.683001,1.211662,0.747258,4.322765,5.983847
173,9.779000,1781.605163,1.219300,0.751581,4.322209,6.106790
174,9.780000,1677.485381,1.226775,0.755903,4.321664,5.664194
175,9.781000,1706.407542,1.234087,0.760224,4.321132,5.787138
176,9.782000,1636.994354,1.241310,0.764545,4.320606,5.492074
177,9.783000,1619.641057,1.248345,0.768865,4.320094,5.418308
178,9.784000,1619.641057,1.255342,0.773185,4.319585,5.418308
179,9.785000,1556.012301,1.262200,0.777504,4.319086,5.147833
180,9.786000,1567.581166,1.268945,0.781823,4.318596,5.197010
181,9.787000,1544.443437,1.275665,0.786142,4.318107,5.098655
182,9.788000,1498.167978,1.282233,0.790459,4.317629,4.901946
183,9.789000,1509.736843,1.288727,0.794777,4.317157,4.951123
184,9.790000,1405.617060,1.295019,0.799094,4.316700,4.508528
185,9.791000,1388.263763,1.301049,0.803410,4.316262,4.434762
186,9.792000,1341.988304,1.306941,0.807726,4.315835,4.238052
187,9.793000,1237.868522,1.312508,0.812042,4.315431,3.795456
188,9.794000,1220.515225,1.317812,0.816357,4.315047,3.721691
189,9.795000,1093.257714,1.322804,0.820672,4.314686,3.180740
190,9.796000,1093.257714,1.327521,0.824987,4.314346,3.180740
191,9.797000,989.137931,1.332013,0.829301,4.314022,2.738144
192,9.798000,954.431337,1.336205,0.833615,4.313720,2.590612
193,9.799000,908.155878,1.340222,0.837928,4.313432,2.393903
194,9.800000,867.664852,1.344052,0.842241,4.313157,2.221782
195,9.801000,861.880420,1.347782,0.846554,4.312890,2.197194
196,9.802000,821.389393,1.351412,0.850867,4.312630,2.025073
197,9.803000,844.527123,1.355004,0.855180,4.312373,2.123428
198,9.804000,821.389393,1.358596,0.859492,4.312116,2.025073
199,9.805000,832.958258,1.362162,0.863804,4.311860,2.074251
200,9.806000,908.155878,1.365916,0.868116,4.311591,2.393903
201,9.807000,867.664852,1.369744,0.872427,4.311317,2.221782
202,9.808000,971.784634,1.373709,0.876738,4.311032,2.664378
203,9.809000,960.215770,1.377874,0.881049,4.310732,2.615201
204,9.810000,942.862473,1.381975,0.885360,4.310437,2.541435
205,9.811000,1006.491228,1.386176,0.889670,4.310134,2.811910
206,9.812000,896.587014,1.390278,0.893980,4.309839,2.344726
207,9.813000,977.569067,1.394316,0.898290,4.309549,2.688967
208,9.814000,925.509176,1.398417,0.902599,4.309254,2.467669
209,9.815000,879.233717,1.402305,0.906908,4.308975,2.270960
210,9.816000,931.293608,1.406206,0.911217,4.308694,2.492258
211,9.817000,827.173826,1.409994,0.915526,4.308422,2.049662
212,9.818000,873.449284,1.413657,0.919834,4.308160,2.246371
213,9.819000,821.389393,1.417308,0.924142,4.307898,2.025073
214,9.820000,798.251664,1.420797,0.928450,4.307648,1.926719
215,9.821000,850.311555,1.424347,0.932757,4.307394,2.148016
216,9.822000,786.682799,1.427873,0.937065,4.307142,1.877541
217,9.823000,890.802581,1.431485,0.941372,4.306883,2.320137
218,9.824000,885.018149,1.435309,0.945678,4.306608,2.295548
219,9.825000,832.958258,1.439008,0.949985,4.306343,2.074251
220,9.826000,966.000202,1.442882,0.954291,4.306064,2.639790
221,9.827000,838.742690,1.446767,0.958597,4.305785,2.098839
222,9.828000,960.215770,1.450640,0.962903,4.305506,2.615201
223,9.829000,919.724743,1.454687,0.967208,4.305215,2.443080
224,9.830000,913.940311,1.458634,0.971513,4.304931,2.418492
225,9.831000,1012.275661,1.462780,0.975818,4.304632,2.836499
226,9.832000,908.155878,1.466913,0.980122,4.304335,2.393903
227,9.833000,1029.628958,1.471084,0.984426,4.304034,2.910265
228,9.834000,971.784634,1.475390,0.988730,4.303723,2.664378
229,9.835000,971.784634,1.479573,0.993034,4.303421,2.664378
230,9.836000,1064.335552,1.483954,0.997337,4.303105,3.057797
231,9.837000,977.569067,1.488347,1.001640,4.302788,2.688967
232,9.838000,1122.179875,1.492864,1.005943,4.302461,3.303683
233,9.839000,1052.766687,1.497543,1.010245,4.302123,3.008619
234,9.840000,1110.611011,1.502196,1.014547,4.301786,3.254506
235,9.841000,1133.748740,1.507023,1.018849,4.301436,3.352861
236,9.842000,1099.042146,1.511825,1.023150,4.301088,3.205329
237,9.843000,1208.946361,1.516788,1.027451,4.300728,3.672513
238,9.844000,1127.964308,1.521813,1.031751,4.300364,3.328272
239,9.845000,1232.084090,1.526888,1.036051,4.299995,3.770868
240,9.846000,1232.084090,1.532185,1.040351,4.299610,3.770868
241,9.847000,1237.868522,1.537495,1.044651,4.299224,3.795456
242,9.848000,1365.126034,1.543090,1.048950,4.298817,4.336407
243,9.849000,1266.790684,1.548747,1.053248,4.298405,3.918400
244,9.850000,1370.910466,1.554416,1.057547,4.297993,4.360996
245,9.851000,1359.341602,1.560283,1.061844,4.297565,4.311818
246,9.852000,1353.557169,1.566112,1.066142,4.297140,4.287230
247,9.853000,1463.461384,1.572164,1.070439,4.296699,4.754414
248,9.854000,1382.479331,1.578278,1.074735,4.296253,4.410173
249,9.855000,1503.952410,1.584478,1.079031,4.295800,4.926535
250,9.856000,1405.617060,1.590727,1.083327,4.295344,4.508528
251,9.857000,1492.383546,1.596951,1.087622,4.294889,4.877357
252,9.858000,1475.030248,1.603323,1.091916,4.294424,4.803591
253,9.859000,1405.617060,1.609508,1.096211,4.293972,4.508528
254,9.860000,1446.108087,1.615630,1.100504,4.293525,4.680648
255,9.861000,1330.419440,1.621590,1.104798,4.293090,4.188875
256,9.862000,1370.910466,1.627388,1.109091,4.292667,4.360996
257,9.863000,1324.635007,1.633174,1.113383,4.292245,4.164286
258,9.864000,1266.790684,1.638735,1.117675,4.291840,3.918400
259,9.865000,1272.575116,1.644184,1.121967,4.291443,3.942988
260,9.866000,1191.593063,1.649471,1.126258,4.291058,3.598747
261,9.867000,1174.239766,1.654547,1.130549,4.290688,3.524981
262,9.868000,1122.179875,1.659473,1.134839,4.290330,3.303683
263,9.869000,1087.473281,1.664213,1.139129,4.289986,3.156151
264,9.870000,1058.551119,1.668816,1.143419,4.289652,3.033208
265,9.871000,994.922364,1.673220,1.147709,4.289333,2.762733
266,9.872000,994.922364,1.677488,1.151998,4.289024,2.762733
267,9.873000,919.724743,1.681594,1.156287,4.288727,2.443080
268,9.874000,925.509176,1.685550,1.160575,4.288441,2.467669
269,9.875000,821.389393,1.689296,1.164864,4.288171,2.025073
270,9.876000,815.604961,1.692806,1.169152,4.287919,2.000485
271,9.877000,751.976205,1.696166,1.173440,4.287677,1.730009
272,9.878000,705.700746,1.699291,1.177727,4.287454,1.533300
273,9.879000,676.778585,1.702255,1.182014,4.287242,1.410357
274,9.880000,555.305505,1.704896,1.186302,4.287054,0.893995
275,9.881000,590.012099,1.707351,1.190589,4.286881,1.041527
276,9.882000,485.892317,1.709657,1.194875,4.286718,0.598931
277,9.883000,491.676749,1.711752,1.199162,4.286571,0.623520
278,9.884000,451.185723,1.713773,1.203449,4.286430,0.451399
279,9.885000,428.047994,1.715657,1.207735,4.286299,0.353045
280,9.886000,491.676749,1.717629,1.212021,4.286162,0.623520
281,9.887000,422.263561,1.719587,1.216307,4.286025,0.328456
282,9.888000,526.383344,1.721620,1.220593,4.285883,0.771052
283,9.889000,526.383344,1.723876,1.224879,4.285724,0.771052
284,9.890000,584.227667,1.726256,1.229165,4.285556,1.016938
285,9.891000,659.425288,1.728921,1.233450,4.285366,1.336591
286,9.892000,636.287558,1.731697,1.237735,4.285169,1.238236
287,9.893000,740.407340,1.734647,1.242020,4.284958,1.680832
288,9.894000,775.113934,1.737893,1.246305,4.284725,1.828364
289,9.895000,804.036096,1.741276,1.250590,4.284482,1.951307
290,9.896000,850.311555,1.744820,1.254874,4.284226,2.148016
291,9.897000,844.527123,1.748451,1.259158,4.283965,2.123428
292,9.898000,913.940311,1.752217,1.263442,4.283693,2.418492
293,9.899000,925.509176,1.756157,1.267726,4.283408,2.467669
294,9.900000,977.569067,1.760233,1.272009,4.283113,2.688967
295,9.901000,1023.844525,1.764519,1.276292,4.282802,2.885676
296,9.902000,1046.982255,1.768953,1.280575,4.282480,2.984031
297,9.903000,1151.102037,1.773659,1.284857,4.282138,3.426627
298,9.904000,1191.593063,1.778675,1.289139,4.281772,3.598747
299,9.905000,1249.437387,1.783901,1.293420,4.281391,3.844634
300,9.906000,1347.772737,1.789460,1.297702,4.280985,4.262641
301,9.907000,1336.203872,1.795205,1.301982,4.280564,4.213464
302,9.908000,1486.599113,1.801246,1.306263,4.280122,4.852769
303,9.909000,1521.305707,1.807683,1.310543,4.279650,5.000301
304,9.910000,1567.581166,1.814292,1.314822,4.279165,5.197010
305,9.911000,1660.132084,1.821198,1.319101,4.278658,5.590428
306,9.912000,1660.132084,1.828301,1.323379,4.278136,5.590428
307,9.913000,1729.545272,1.835551,1.327657,4.277602,5.885492
308,9.914000,1746.898569,1.842986,1.331935,4.277055,5.959258
309,9.915000,1764.251866,1.850494,1.336211,4.276502,6.033024
310,9.916000,1822.096189,1.858162,1.340488,4.275938,6.278911
311,9.917000,1804.742892,1.865916,1.344763,4.275366,6.205145
312,9.918000,1879.940513,1.873792,1.349038,4.274786,6.524797
313,9.919000,1839.449486,1.881741,1.353313,4.274200,6.352677
314,9.920000,1868.371648,1.889664,1.357587,4.273616,6.475620
315,9.921000,1914.647107,1.897747,1.361860,4.273019,6.672329
316,9.922000,1908.862674,1.905916,1.366133,4.272417,6.647741
317,9.923000,1989.844727,1.914244,1.370405,4.271802,6.991982
318,9.924000,1989.844727,1.922743,1.374676,4.271174,6.991982
319,9.925000,2012.982457,1.931291,1.378947,4.270543,7.090337
320,9.926000,2093.964510,1.940060,1.383217,4.269895,7.434578
321,9.927000,2088.180077,1.948988,1.387487,4.269234,7.409989
322,9.928000,2151.808833,1.958038,1.391756,4.268565,7.680464
323,9.929000,2134.455536,1.967185,1.396024,4.267888,7.606698
324,9.930000,2169.162130,1.976368,1.400292,4.267208,7.754230
325,9.931000,2198.084292,1.985685,1.404558,4.266519,7.877174
326,9.932000,2186.515427,1.995038,1.408825,4.265826,7.827996
327,9.933000,2203.868724,2.004402,1.413090,4.265132,7.901762
328,9.934000,2192.299859,2.013776,1.417355,4.264438,7.852585
329,9.935000,2157.593265,2.023050,1.421619,4.263751,7.705053
330,9.936000,2192.299859,2.032323,1.425882,4.263064,7.852585
331,9.937000,2111.317807,2.041495,1.430145,4.262384,7.508344
332,9.938000,2163.377698,2.050605,1.434407,4.261709,7.729642
333,9.939000,2088.180077,2.059664,1.438669,4.261038,7.409989
334,9.940000,2076.611213,2.068536,1.442929,4.260380,7.360812
335,9.941000,2076.611213,2.077383,1.447189,4.259725,7.360812
336,9.942000,1984.060295,2.086031,1.451449,4.259084,6.967393
337,9.943000,2001.413592,2.094517,1.455707,4.258455,7.041159
338,9.944000,1897.293810,2.102818,1.459966,4.257841,6.598563
339,9.945000,1885.724945,2.110871,1.464223,4.257244,6.549386
340,9.946000,1804.742892,2.118726,1.468480,4.256663,6.205145
341,9.947000,1746.898569,2.126285,1.472737,4.256104,5.959258
342,9.948000,1706.407542,2.133633,1.476992,4.255560,5.787138
343,9.949000,1631.209922,2.140734,1.481248,4.255035,5.467485
344,9.950000,1602.287760,2.147613,1.485502,4.254527,5.344542
345,9.951000,1556.012301,2.154331,1.489757,4.254031,5.147833
346,9.952000,1492.383546,2.160815,1.494010,4.253552,4.877357
347,9.953000,1492.383546,2.167163,1.498264,4.253084,4.877357
348,9.954000,1411.401493,2.173337,1.502517,4.252629,4.533116
349,9.955000,1457.676951,2.179438,1.506769,4.252179,4.729825
350,9.956000,1411.401493,2.185537,1.511021,4.251729,4.533116
351,9.957000,1388.263763,2.191489,1.515273,4.251290,4.434762
352,9.958000,1417.185925,2.197452,1.519524,4.250851,4.557705
353,9.959000,1336.203872,2.203304,1.523774,4.250419,4.213464
354,9.960000,1382.479331,2.209081,1.528024,4.249994,4.410173
355,9.961000,1330.419440,2.214846,1.532274,4.249569,4.188875
356,9.962000,1295.712846,2.220425,1.536524,4.249158,4.041343
357,9.963000,1295.712846,2.225931,1.540773,4.248753,4.041343
358,9.964000,1249.437387,2.231337,1.545021,4.248355,3.844634
359,9.965000,1249.437387,2.236645,1.549269,4.247964,3.844634
360,9.966000,1232.084090,2.241916,1.553517,4.247576,3.770868
361,9.967000,1185.808631,2.247050,1.557764,4.247199,3.574159
362,9.968000,1214.730793,2.252148,1.562011,4.246824,3.697102
363,9.969000,1174.239766,2.257221,1.566258,4.246451,3.524981
364,9.970000,1220.515225,2.262305,1.570504,4.246077,3.721691
365,9.971000,1208.946361,2.267463,1.574750,4.245698,3.672513
366,9.972000,1237.868522,2.272657,1.578996,4.245316,3.795456
367,9.973000,1330.419440,2.278108,1.583241,4.244914,4.188875
368,9.974000,1313.066143,2.283718,1.587486,4.244500,4.115109
369,9.975000,1411.401493,2.289500,1.591730,4.244074,4.533116
370,9.976000,1382.479331,2.295428,1.595974,4.243636,4.410173
371,9.977000,1463.461384,2.301467,1.600217,4.243190,4.754414
372,9.978000,1486.599113,2.307725,1.604460,4.242727,4.852769
373,9.979000,1480.814681,2.314020,1.608703,4.242261,4.828180
374,9.980000,1567.581166,2.320485,1.612945,4.241783,5.197010
375,9.981000,1521.305707,2.327036,1.617186,4.241298,5.000301
376,9.982000,1596.503328,2.333648,1.621427,4.240808,5.319953
377,9.983000,1602.287760,2.340430,1.625668,4.240305,5.344542
378,9.984000,1608.072192,2.347236,1.629908,4.239801,5.369131
379,9.985000,1677.485381,2.354201,1.634147,4.239284,5.664194
380,9.986000,1636.994354,2.361226,1.638386,4.238763,5.492074
381,9.987000,1723.760839,2.368348,1.642625,4.238235,5.860904
382,9.988000,1712.191975,2.375629,1.646863,4.237694,5.811726
383,9.989000,1770.036298,2.383007,1.651100,4.237146,6.057613
384,9.990000,1845.233919,2.390665,1.655337,4.236576,6.377265
385,9.991000,1868.371648,2.398531,1.659573,4.235991,6.475620
386,9.992000,1966.706998,2.406653,1.663809,4.235387,6.893627
387,9.993000,1989.844727,2.415031,1.668044,4.234763,6.991982
388,9.994000,2041.904618,2.423567,1.672279,4.234127,7.213280
389,9.995000,2105.533374,2.432347,1.676512,4.233472,7.483755
390,9.996000,2105.533374,2.441260,1.680746,4.232807,7.483755
391,9.997000,2157.593265,2.450282,1.684978,4.232134,7.705053
392,9.998000,2169.162130,2.459437,1.689210,4.231451,7.754230
393,9.999000,2163.377698,2.468603,1.693441,4.230766,7.729642
394,10.000000,2198.084292,2.477828,1.697671,4.230077,7.877174
395,10.001000,2157.593265,2.487040,1.701901,4.229389,7.705053
396,10.002000,2174.946562,2.496201,1.706130,4.228705,7.778819
397,10.003000,2122.886671,2.505287,1.710358,4.228026,7.557521
398,10.004000,2134.455536,2.514287,1.714586,4.227354,7.606698
399,10.005000,2111.317807,2.523260,1.718813,4.226684,7.508344
400,10.006000,2088.180077,2.532135,1.723040,4.226021,7.409989
401,10.007000,2088.180077,2.540959,1.727265,4.225361,7.409989
402,10.008000,2047.689051,2.549696,1.731490,4.224709,7.237868
403,10.009000,2053.473483,2.558358,1.735715,4.224061,7.262457
404,10.010000,2041.904618,2.567007,1.739938,4.223415,7.213280
405,10.011000,1955.138133,2.575447,1.744161,4.222785,6.844450
406,10.012000,1978.275863,2.583751,1.748384,4.222164,6.942805
407,10.013000,1897.293810,2.591932,1.752606,4.221553,6.598563
408,10.014000,1920.431539,2.599990,1.756827,4.220951,6.696918
409,10.015000,1833.665054,2.607913,1.761048,4.220360,6.328088
410,10.016000,1804.742892,2.615590,1.765268,4.219787,6.205145
411,10.017000,1775.820731,2.623144,1.769487,4.219223,6.082202
412,10.018000,1660.132084,2.630392,1.773706,4.218682,5.590428
413,10.019000,1723.760839,2.637529,1.777925,4.218150,5.860904
414,10.020000,1590.718895,2.644519,1.782143,4.217629,5.295365
415,10.021000,1619.641057,2.651289,1.786360,4.217124,5.418308
416,10.022000,1561.796734,2.657997,1.790577,4.216624,5.172421
417,10.023000,1480.814681,2.664411,1.794793,4.216147,4.828180
418,10.024000,1509.736843,2.670715,1.799009,4.215677,4.951123
419,10.025000,1388.263763,2.676823,1.803225,4.215223,4.434762
420,10.026000,1394.048196,2.682687,1.807440,4.214787,4.459350
